Origem,Destino,Companhia Aérea,Tipo de Aeronave,Atraso (min),Tempo de Voo (min),Cancelado,Número de Passageiros,Combustível Estimado (litros)
Brasília,Fortaleza,Gol,Boeing 777,0,228,Não,132,4341.6
Belo Horizonte,São Paulo,Azul,Airbus A330,0,51,Não,201,3912.82
Fortaleza,Recife,Avianca,Boeing 737,0,95,Não,148,1478.8
Fortaleza,Salvador,LATAM,Boeing 777,0,169,Não,103,9024.27
Belo Horizonte,Fortaleza,Avianca,Airbus A330,0,145,Não,77,1778.21
Recife,Brasília,Gol,Airbus A320,0,142,Não,147,4885.03
São Paulo,Salvador,Azul,Airbus A330,0,135,Não,93,9874.67
São Paulo,Rio de Janeiro,Avianca,Airbus A330,36,175,Não,139,8339.95
Salvador,Brasília,Azul,Airbus A330,49,186,Não,196,10183.14
Rio de Janeiro,São Paulo,Gol,Airbus A320,89,56,Não,165,8824.55
Brasília,São Paulo,Avianca,Airbus A330,62,217,Sim,238,8659.44
São Paulo,Brasília,Azul,Boeing 737,0,81,Não,149,1477.2
Recife,Curitiba,LATAM,Boeing 737,121,194,Não,69,7276.62
Fortaleza,Salvador,Gol,Boeing 737,95,193,Não,239,6079.65
Rio de Janeiro,Salvador,Gol,Airbus A330,139,193,Não,190,6336.44
Belo Horizonte,Salvador,Gol,Airbus A330,0,195,Não,215,8612.33
Fortaleza,Belo Horizonte,Avianca,Boeing 737,136,216,Não,169,1088.47
Salvador,Recife,Avianca,Embraer 195,178,205,Não,128,14421.52
Curitiba,Belo Horizonte,LATAM,Airbus A320,173,84,Não,192,3722.48
Brasília,Recife,Gol,Airbus A320,0,186,Não,80,13109.61
São Paulo,Fortaleza,LATAM,Boeing 737,0,194,Não,115,10020.63
Belo Horizonte,São Paulo,Azul,Boeing 777,57,234,Não,232,7704.88
Salvador,São Paulo,LATAM,Airbus A320,0,114,Não,183,2051.66
Curitiba,Fortaleza,LATAM,Airbus A330,0,212,Não,236,2450.3
Brasília,Curitiba,Azul,Airbus A330,0,99,Não,242,1357.13
São Paulo,Curitiba,Gol,Boeing 777,0,113,Não,176,5108.52
Fortaleza,Salvador,Azul,Airbus A320,0,59,Não,151,1616.96
Brasília,Recife,Azul,Boeing 737,115,69,Não,144,12253.19
São Paulo,Rio de Janeiro,Gol,Boeing 737,0,84,Não,109,12195.98
Salvador,Rio de Janeiro,Azul,Airbus A330,30,67,Não,181,2995.93
Belo Horizonte,Recife,Azul,Airbus A330,0,160,Não,120,9824.58
Fortaleza,Rio de Janeiro,LATAM,Embraer 195,74,103,Não,221,11687.02
Belo Horizonte,São Paulo,Gol,Airbus A330,0,140,Não,74,11852.78
Curitiba,São Paulo,Gol,Airbus A320,117,170,Não,108,11490.95
Rio de Janeiro,São Paulo,LATAM,Embraer 195,0,106,Não,207,9540.79
Curitiba,Fortaleza,Gol,Boeing 737,168,58,Não,71,9743.89
Recife,Salvador,Azul,Airbus A320,0,202,Não,64,3445.76
Brasília,Recife,Azul,Airbus A320,0,203,Não,179,5579.2
Fortaleza,Recife,Azul,Airbus A330,0,99,Não,163,3995.86
Curitiba,Fortaleza,Avianca,Embraer 195,0,154,Não,66,8148.11
Brasília,Salvador,Avianca,Boeing 777,0,75,Não,187,12546.9
Rio de Janeiro,Curitiba,Gol,Airbus A320,0,87,Não,61,4392.61
Rio de Janeiro,Belo Horizonte,Gol,Boeing 777,0,238,Não,140,6797.59
Recife,Brasília,LATAM,Boeing 737,0,87,Não,183,9673.05
São Paulo,Recife,LATAM,Boeing 777,0,136,Não,157,6660.87
Rio de Janeiro,Recife,Azul,Boeing 737,0,123,Não,195,2547.26
Rio de Janeiro,Brasília,Azul,Boeing 737,0,83,Não,247,14469.03
Salvador,Curitiba,Avianca,Boeing 737,125,150,Sim,198,12666.94
São Paulo,Fortaleza,Gol,Airbus A330,0,157,Não,80,10778.27
Fortaleza,Rio de Janeiro,Azul,Airbus A320,96,55,Sim,152,6536.18
Belo Horizonte,Brasília,Avianca,Boeing 737,0,57,Não,83,3498.48
Salvador,São Paulo,Gol,Boeing 737,0,159,Não,70,8343.62
Salvador,São Paulo,Avianca,Boeing 777,0,54,Sim,95,2975.85
Curitiba,São Paulo,LATAM,Boeing 777,0,68,Não,70,11066.01
Brasília,Belo Horizonte,LATAM,Boeing 777,0,85,Não,160,14474.87
São Paulo,Rio de Janeiro,Avianca,Embraer 195,0,124,Não,139,2878.35
Belo Horizonte,Salvador,Gol,Airbus A330,120,180,Não,92,5143.57
São Paulo,Recife,Azul,Boeing 737,0,231,Não,120,4545.35
Curitiba,Rio de Janeiro,Avianca,Boeing 737,0,94,Não,139,2944.92
Recife,Brasília,Gol,Boeing 737,0,67,Sim,175,7517.43
Belo Horizonte,Rio de Janeiro,LATAM,Airbus A320,23,97,Não,240,3146.7
Fortaleza,Belo Horizonte,LATAM,Embraer 195,0,229,Não,168,4071.37
Recife,Rio de Janeiro,LATAM,Boeing 737,0,207,Não,194,5412.89
Rio de Janeiro,Belo Horizonte,Gol,Airbus A320,0,62,Não,229,14264.83
Belo Horizonte,Fortaleza,Azul,Boeing 777,42,82,Não,143,13390.95
Salvador,Belo Horizonte,Azul,Embraer 195,0,73,Sim,106,5171.74
Brasília,São Paulo,Azul,Airbus A320,55,204,Não,182,8964.12
Curitiba,Belo Horizonte,Azul,Boeing 737,164,151,Não,88,5151.42
Fortaleza,Salvador,LATAM,Embraer 195,0,151,Não,59,2430.14
Rio de Janeiro,São Paulo,LATAM,Boeing 777,0,168,Não,211,5315.31
Recife,Salvador,Azul,Airbus A320,0,61,Não,79,4760.24
Recife,Brasília,Gol,Airbus A320,0,207,Não,73,12209.05
São Paulo,Recife,Azul,Boeing 777,137,172,Não,223,11963.2
Brasília,Rio de Janeiro,Gol,Airbus A330,0,134,Sim,143,7189.12
Salvador,Brasília,Avianca,Boeing 777,0,70,Não,76,6405.01
Recife,Rio de Janeiro,Gol,Embraer 195,12,184,Não,117,3481.58
Belo Horizonte,Fortaleza,Azul,Boeing 737,0,195,Não,91,2057.32
Belo Horizonte,Fortaleza,Avianca,Airbus A320,90,115,Não,146,12362.35
Rio de Janeiro,Salvador,Gol,Airbus A330,0,80,Não,114,2243.06
Fortaleza,Brasília,Gol,Boeing 737,27,232,Não,203,7339.12
Fortaleza,Belo Horizonte,Avianca,Boeing 737,0,80,Não,68,9214.84
Fortaleza,Rio de Janeiro,Azul,Airbus A330,62,183,Não,178,14748.99
São Paulo,Brasília,Azul,Airbus A320,43,109,Não,99,3987.75
Salvador,Belo Horizonte,Gol,Airbus A320,0,218,Não,182,7272.7
São Paulo,Recife,Azul,Boeing 737,0,186,Não,77,11272.07
Fortaleza,Brasília,LATAM,Boeing 737,0,94,Não,118,2715.08
Curitiba,São Paulo,Avianca,Embraer 195,0,131,Não,127,2660.96
Belo Horizonte,Fortaleza,Azul,Airbus A330,0,83,Não,177,12447.12
Brasília,Fortaleza,LATAM,Airbus A330,0,119,Não,194,14692.12
Rio de Janeiro,Belo Horizonte,Azul,Airbus A330,109,69,Não,107,3749.03
São Paulo,Belo Horizonte,Avianca,Boeing 777,0,131,Não,70,11632.69
São Paulo,Recife,LATAM,Boeing 737,0,169,Não,171,11134.99
Recife,Belo Horizonte,Gol,Boeing 777,75,166,Não,131,9589.78
São Paulo,Rio de Janeiro,Avianca,Boeing 737,0,194,Não,170,11896.26
Salvador,Curitiba,Gol,Boeing 777,26,59,Não,182,2920.13
Recife,Rio de Janeiro,Gol,Airbus A320,72,195,Não,247,8650.89
Salvador,Fortaleza,Avianca,Airbus A330,0,180,Não,208,2904.31
Brasília,Rio de Janeiro,Gol,Boeing 737,12,190,Não,155,10413.42
Brasília,Salvador,Azul,Embraer 195,0,77,Não,223,2440.57
Curitiba,Salvador,Avianca,Airbus A330,8,156,Não,240,10637.48
Fortaleza,Rio de Janeiro,LATAM,Embraer 195,0,202,Não,221,11114.24
Belo Horizonte,Rio de Janeiro,LATAM,Boeing 737,0,232,Sim,132,7972.05
Brasília,Rio de Janeiro,Azul,Boeing 737,0,162,Não,121,13187.78
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,74,228,Não,154,1258.07
Rio de Janeiro,Fortaleza,Avianca,Airbus A330,0,132,Não,52,3322.41
Recife,São Paulo,LATAM,Embraer 195,0,54,Não,232,2889.91
Rio de Janeiro,Belo Horizonte,LATAM,Airbus A320,0,115,Não,62,8522.63
Fortaleza,Belo Horizonte,Avianca,Embraer 195,0,202,Não,126,14167.99
Salvador,Curitiba,Azul,Airbus A330,0,73,Não,76,13922.72
Brasília,Belo Horizonte,Avianca,Airbus A320,0,190,Não,249,2129.82
Belo Horizonte,Fortaleza,LATAM,Airbus A320,36,222,Não,155,14340.18
Recife,Brasília,Azul,Airbus A330,0,222,Não,103,10474.04
Belo Horizonte,Rio de Janeiro,Gol,Airbus A330,46,165,Não,71,10754.29
Curitiba,São Paulo,LATAM,Boeing 777,48,59,Sim,186,7099.6
Rio de Janeiro,Recife,LATAM,Boeing 777,0,142,Não,221,4636.11
Fortaleza,Salvador,LATAM,Airbus A320,0,128,Não,53,6765.21
Belo Horizonte,São Paulo,Gol,Airbus A320,0,79,Não,183,4042.48
Rio de Janeiro,Curitiba,Azul,Boeing 737,0,148,Não,192,14946.19
Curitiba,Rio de Janeiro,LATAM,Boeing 777,0,98,Não,200,1856.91
Salvador,Recife,Avianca,Boeing 737,0,113,Não,66,2153.6
Salvador,Curitiba,LATAM,Boeing 777,176,84,Não,122,14980.45
Fortaleza,Rio de Janeiro,Azul,Airbus A320,0,72,Não,80,2188.64
São Paulo,Curitiba,Azul,Airbus A330,0,60,Não,155,2430.76
Curitiba,Recife,Azul,Boeing 777,0,65,Não,205,1006.75
Fortaleza,Brasília,Avianca,Boeing 737,0,99,Não,174,7517.51
Recife,Brasília,Azul,Boeing 777,0,45,Não,243,4660.2
Curitiba,São Paulo,Gol,Airbus A320,133,105,Sim,231,3461.82
Recife,São Paulo,Azul,Airbus A330,0,233,Não,50,14766.94
São Paulo,Fortaleza,Avianca,Airbus A320,0,97,Não,180,4581.92
Belo Horizonte,Rio de Janeiro,Azul,Airbus A320,0,183,Não,115,11708.94
Curitiba,Fortaleza,Avianca,Embraer 195,113,225,Não,240,5262.09
Recife,Rio de Janeiro,LATAM,Boeing 737,50,70,Não,63,5866.82
Brasília,Rio de Janeiro,Gol,Boeing 737,0,107,Não,142,1528.49
São Paulo,Rio de Janeiro,LATAM,Airbus A320,0,108,Não,62,14775.93
Rio de Janeiro,Recife,Avianca,Embraer 195,121,196,Não,160,3087.23
Curitiba,Brasília,Azul,Airbus A320,0,150,Não,209,3883.57
São Paulo,Salvador,Gol,Airbus A320,0,163,Não,78,7742.55
São Paulo,Recife,Avianca,Airbus A330,0,107,Sim,205,11014.73
Rio de Janeiro,Curitiba,Gol,Boeing 777,0,63,Não,53,3092.65
Curitiba,Recife,Azul,Airbus A330,0,58,Não,72,13033.58
São Paulo,Fortaleza,LATAM,Embraer 195,145,64,Não,72,8159.17
Brasília,Recife,Avianca,Airbus A330,0,170,Não,112,4801.99
Salvador,Recife,Avianca,Airbus A320,0,151,Não,116,6891.86
Brasília,Salvador,Gol,Boeing 737,0,226,Não,93,4023.5
Recife,São Paulo,LATAM,Airbus A320,0,225,Não,64,5610.76
Brasília,Curitiba,LATAM,Boeing 737,0,201,Não,209,11852.19
Fortaleza,Brasília,Avianca,Boeing 737,63,169,Não,95,5255.55
Salvador,Fortaleza,Azul,Airbus A330,0,56,Não,227,10324.95
Brasília,Fortaleza,Azul,Boeing 737,129,69,Não,186,13864.78
Recife,Rio de Janeiro,Azul,Airbus A330,179,152,Não,249,10449.98
Salvador,Rio de Janeiro,Gol,Airbus A320,0,62,Não,238,1977.22
Recife,Brasília,LATAM,Airbus A330,0,220,Não,221,11889.25
Belo Horizonte,Salvador,Avianca,Airbus A320,0,125,Não,141,14519.55
Salvador,Fortaleza,Avianca,Embraer 195,0,193,Não,142,1159.26
Brasília,Curitiba,LATAM,Embraer 195,0,85,Não,143,14340.23
Brasília,Curitiba,Azul,Embraer 195,74,101,Não,170,2439.14
Recife,Brasília,LATAM,Boeing 737,48,192,Não,169,7392.63
Salvador,São Paulo,Gol,Airbus A330,0,45,Não,192,14036.95
Recife,Rio de Janeiro,LATAM,Boeing 777,32,203,Não,189,8120.51
Fortaleza,Salvador,Avianca,Boeing 777,0,181,Não,75,1854.63
Recife,Rio de Janeiro,Avianca,Boeing 737,0,231,Não,54,14818.39
Belo Horizonte,São Paulo,Gol,Airbus A330,0,103,Não,83,8343.39
Fortaleza,Recife,Azul,Boeing 737,0,173,Não,249,3199.75
Curitiba,São Paulo,Azul,Boeing 777,0,89,Não,182,8398.51
Salvador,Rio de Janeiro,Azul,Airbus A330,0,86,Não,166,4734.17
Salvador,Rio de Janeiro,Azul,Airbus A330,0,74,Não,118,8568.71
Curitiba,Salvador,Gol,Airbus A320,0,149,Não,118,3315.99
Curitiba,Brasília,LATAM,Boeing 777,142,108,Sim,107,8949.84
São Paulo,Brasília,Gol,Embraer 195,0,175,Não,148,8409.41
Belo Horizonte,Salvador,Gol,Airbus A330,0,81,Sim,71,5585.44
Recife,Brasília,Azul,Embraer 195,0,54,Não,242,14245.93
Recife,Belo Horizonte,Azul,Airbus A330,0,82,Não,166,3407.88
Belo Horizonte,Brasília,Azul,Airbus A330,0,200,Não,233,3336.79
Brasília,Salvador,Gol,Airbus A330,0,172,Não,122,14042.29
São Paulo,Curitiba,Gol,Airbus A320,0,202,Não,212,2967.74
Curitiba,São Paulo,LATAM,Airbus A320,0,48,Não,135,13882.56
Recife,Rio de Janeiro,LATAM,Airbus A320,0,194,Não,232,9295.24
Brasília,Recife,LATAM,Boeing 777,0,166,Não,78,7545.13
Fortaleza,Curitiba,Avianca,Embraer 195,0,68,Não,179,6236.6
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,0,104,Não,144,7165.29
Fortaleza,Belo Horizonte,Avianca,Boeing 777,0,189,Não,75,10673.86
Rio de Janeiro,Brasília,Avianca,Boeing 777,154,87,Não,211,2294.59
Recife,Rio de Janeiro,LATAM,Embraer 195,0,204,Não,64,11738.06
Fortaleza,Recife,Gol,Boeing 737,0,140,Não,139,3882.66
Belo Horizonte,Curitiba,Azul,Airbus A320,0,223,Não,160,9755.21
São Paulo,Belo Horizonte,Azul,Boeing 777,0,186,Não,229,14327.26
Rio de Janeiro,Curitiba,Avianca,Airbus A330,0,117,Não,220,10031.27
Rio de Janeiro,São Paulo,Azul,Airbus A320,0,152,Não,238,9841.7
São Paulo,Curitiba,Gol,Embraer 195,0,69,Não,120,9054.21
Fortaleza,Belo Horizonte,Azul,Embraer 195,0,189,Não,121,2106.46
Rio de Janeiro,Recife,Avianca,Airbus A320,17,147,Não,147,5965.59
São Paulo,Belo Horizonte,Avianca,Embraer 195,57,228,Sim,235,11054.97
Salvador,Rio de Janeiro,Azul,Boeing 737,0,106,Não,219,14804.71
Brasília,Rio de Janeiro,Azul,Boeing 777,0,213,Não,246,2812.65
Curitiba,Recife,LATAM,Embraer 195,0,212,Não,113,10159.06
Fortaleza,Salvador,Azul,Airbus A320,0,158,Não,146,9224.81
Curitiba,Rio de Janeiro,Azul,Boeing 777,0,87,Não,66,7357.33
Recife,Belo Horizonte,Avianca,Airbus A330,170,237,Não,106,3122.34
Curitiba,Salvador,Gol,Boeing 777,124,146,Não,80,10370.09
Recife,Salvador,Avianca,Boeing 777,0,124,Não,102,1224.23
São Paulo,Recife,Avianca,Boeing 777,73,48,Não,91,10233.94
Fortaleza,São Paulo,Azul,Embraer 195,102,88,Não,78,4921.67
Fortaleza,Recife,Azul,Embraer 195,0,107,Não,243,2010.46
Belo Horizonte,São Paulo,Avianca,Boeing 737,0,240,Não,246,13699.07
Brasília,Rio de Janeiro,Azul,Airbus A330,0,219,Não,196,7766.83
Brasília,Belo Horizonte,Avianca,Airbus A320,43,58,Não,235,2420.67
Curitiba,Salvador,LATAM,Airbus A330,0,206,Não,183,1046.43
Recife,Rio de Janeiro,LATAM,Airbus A330,54,181,Não,53,10832.69
Recife,Fortaleza,Avianca,Boeing 777,0,124,Sim,124,11554.12
São Paulo,Rio de Janeiro,Gol,Airbus A330,0,235,Não,129,9475.85
Brasília,Rio de Janeiro,Azul,Embraer 195,0,225,Não,192,5098.75
Belo Horizonte,Salvador,Azul,Boeing 777,103,194,Não,220,8626.51
Salvador,Curitiba,Azul,Embraer 195,0,139,Não,110,9672.78
Fortaleza,Belo Horizonte,Azul,Airbus A330,81,153,Não,194,12699.85
Rio de Janeiro,São Paulo,Gol,Boeing 737,0,229,Não,244,13003.14
Salvador,Brasília,Azul,Airbus A320,0,164,Não,121,12493.12
Rio de Janeiro,Fortaleza,Avianca,Embraer 195,0,236,Não,91,10900.51
Salvador,Recife,Azul,Embraer 195,0,225,Não,177,8612.64
Belo Horizonte,Salvador,Azul,Embraer 195,0,230,Não,94,12127.84
Brasília,Belo Horizonte,LATAM,Boeing 737,169,207,Não,152,10917.29
Curitiba,Belo Horizonte,Avianca,Airbus A320,0,63,Não,99,14736.83
São Paulo,Belo Horizonte,Gol,Airbus A320,54,206,Não,130,14712.02
São Paulo,Salvador,Avianca,Airbus A320,0,59,Não,111,11920.88
Belo Horizonte,Recife,Gol,Boeing 777,0,226,Não,148,4349.49
Curitiba,São Paulo,LATAM,Boeing 737,160,69,Não,118,6883.23
Rio de Janeiro,Salvador,Gol,Airbus A330,0,230,Sim,66,3491.22
Fortaleza,Rio de Janeiro,Gol,Embraer 195,0,156,Não,180,9152.99
Brasília,Belo Horizonte,Avianca,Airbus A330,0,149,Não,102,11701.23
Belo Horizonte,Salvador,LATAM,Boeing 737,0,224,Não,234,4864.81
Rio de Janeiro,Salvador,Azul,Boeing 737,0,134,Sim,90,12615.29
Brasília,Fortaleza,Gol,Boeing 737,0,72,Não,73,12852.69
Curitiba,Brasília,Azul,Airbus A320,137,189,Não,228,12007.91
Belo Horizonte,São Paulo,Avianca,Boeing 737,0,239,Não,205,9361.35
Fortaleza,Salvador,Gol,Embraer 195,0,235,Não,207,11491.3
Recife,Brasília,Azul,Boeing 777,75,100,Não,248,10374.78
Curitiba,Salvador,LATAM,Embraer 195,90,204,Não,65,6301.92
Belo Horizonte,Fortaleza,LATAM,Embraer 195,5,100,Não,203,4697.9
São Paulo,Belo Horizonte,Azul,Boeing 777,0,126,Não,210,10756.86
São Paulo,Rio de Janeiro,Avianca,Boeing 737,0,200,Não,123,11714.99
Curitiba,São Paulo,Azul,Embraer 195,171,167,Não,101,14141.15
Recife,Rio de Janeiro,Avianca,Airbus A320,0,70,Não,169,10209.74
Curitiba,Brasília,Avianca,Airbus A330,0,220,Não,169,6648.13
São Paulo,Rio de Janeiro,LATAM,Boeing 737,0,61,Não,228,11228.96
Belo Horizonte,Fortaleza,Avianca,Boeing 777,0,210,Não,83,13729.1
Salvador,Brasília,Azul,Embraer 195,0,153,Não,63,14347.69
Brasília,São Paulo,Avianca,Airbus A330,0,200,Não,135,5277.62
Belo Horizonte,Recife,Azul,Boeing 777,0,103,Não,165,6760.61
Recife,Rio de Janeiro,Azul,Boeing 737,0,223,Não,220,4517.14
Recife,Curitiba,Azul,Embraer 195,0,197,Não,219,11306.69
Salvador,Fortaleza,LATAM,Boeing 777,0,195,Não,52,4381.14
São Paulo,Brasília,LATAM,Boeing 777,0,108,Não,192,7371.45
Rio de Janeiro,Curitiba,Gol,Airbus A320,0,177,Não,62,5964.24
Salvador,Rio de Janeiro,Azul,Airbus A320,0,81,Não,104,10151.68
Belo Horizonte,São Paulo,Avianca,Airbus A320,0,62,Não,170,1891.52
São Paulo,Brasília,Gol,Airbus A330,0,207,Não,123,6792.58
São Paulo,Brasília,LATAM,Embraer 195,0,123,Não,225,6909.36
Recife,Rio de Janeiro,Gol,Airbus A320,0,74,Não,212,9203.02
Curitiba,Fortaleza,Azul,Boeing 777,0,78,Não,215,3443.62
Curitiba,Fortaleza,LATAM,Airbus A330,0,160,Não,107,2561.39
Brasília,Belo Horizonte,Gol,Airbus A330,0,100,Não,99,9226.51
Recife,Rio de Janeiro,LATAM,Boeing 737,0,155,Não,61,10316.4
Curitiba,São Paulo,LATAM,Airbus A320,0,69,Sim,233,7609.62
Belo Horizonte,Salvador,Avianca,Boeing 737,76,185,Não,85,4154.99
Rio de Janeiro,Fortaleza,Avianca,Boeing 737,0,100,Não,78,3815.99
Fortaleza,Belo Horizonte,LATAM,Boeing 777,0,63,Não,207,5224.9
Fortaleza,Brasília,LATAM,Airbus A320,78,100,Não,53,14977.61
Rio de Janeiro,Recife,Azul,Boeing 777,0,177,Sim,146,2894.4
Recife,Belo Horizonte,Azul,Embraer 195,127,156,Não,180,1769.91
Belo Horizonte,Fortaleza,Azul,Airbus A320,0,80,Não,97,11577.31
Curitiba,Recife,Avianca,Boeing 777,0,189,Não,89,1040.94
Recife,Brasília,Gol,Airbus A320,141,46,Não,196,14308.15
Curitiba,São Paulo,LATAM,Boeing 777,107,235,Não,97,2920.85
São Paulo,Recife,Avianca,Boeing 777,0,89,Não,118,8235.74
Salvador,Recife,LATAM,Boeing 777,0,114,Não,104,9009.03
Brasília,Rio de Janeiro,LATAM,Embraer 195,0,62,Não,172,9622.56
São Paulo,Recife,LATAM,Airbus A320,81,103,Não,239,1885.47
Rio de Janeiro,Fortaleza,LATAM,Airbus A320,0,129,Não,118,3831.47
Belo Horizonte,Curitiba,Gol,Boeing 777,0,170,Não,164,8035.05
Fortaleza,Rio de Janeiro,Avianca,Boeing 737,0,198,Não,180,6996.97
Rio de Janeiro,São Paulo,Gol,Airbus A320,0,53,Não,151,3444.08
São Paulo,Brasília,Gol,Airbus A320,0,58,Não,122,2289.86
Salvador,Fortaleza,Azul,Embraer 195,0,160,Não,119,7428.14
Fortaleza,Salvador,Gol,Airbus A330,106,190,Sim,250,3777.34
Fortaleza,Rio de Janeiro,Avianca,Boeing 737,102,157,Não,103,12447.96
São Paulo,Salvador,Gol,Airbus A330,114,65,Não,61,6688.87
Belo Horizonte,Recife,Azul,Airbus A330,0,138,Não,84,5658.37
Brasília,Recife,Azul,Boeing 737,81,215,Não,245,12367.65
São Paulo,Fortaleza,Avianca,Boeing 777,81,87,Não,208,4302.47
Brasília,Belo Horizonte,LATAM,Embraer 195,0,58,Não,127,8053.35
São Paulo,Rio de Janeiro,LATAM,Airbus A320,10,194,Não,148,7737.95
Fortaleza,Salvador,Azul,Embraer 195,0,76,Sim,198,1569.64
São Paulo,Salvador,LATAM,Embraer 195,0,110,Não,173,6805.15
Fortaleza,Salvador,Azul,Boeing 737,0,184,Não,51,7966.07
Belo Horizonte,São Paulo,Gol,Boeing 737,0,150,Não,172,9816.9
Recife,Rio de Janeiro,Avianca,Airbus A320,0,188,Não,249,11939.58
Recife,São Paulo,Avianca,Airbus A330,0,192,Não,74,12579.39
Salvador,Brasília,LATAM,Boeing 777,0,110,Não,218,2200.11
Salvador,Curitiba,Gol,Boeing 777,0,140,Não,113,12548.19
Recife,Fortaleza,Gol,Airbus A320,0,132,Não,214,14233.44
Fortaleza,São Paulo,Azul,Airbus A320,0,122,Não,240,13204.2
Brasília,São Paulo,Avianca,Boeing 737,0,103,Não,132,13512.4
Rio de Janeiro,São Paulo,LATAM,Embraer 195,0,153,Não,243,4407.57
Curitiba,Salvador,Gol,Boeing 737,50,50,Não,76,4839.07
Recife,São Paulo,LATAM,Boeing 737,66,167,Não,80,6027.12
Recife,Salvador,Gol,Embraer 195,0,48,Não,155,2173.16
Salvador,Rio de Janeiro,Avianca,Boeing 777,0,196,Não,143,3848.52
Brasília,Fortaleza,LATAM,Boeing 777,147,127,Não,122,1716.62
Belo Horizonte,Recife,Gol,Boeing 777,0,221,Não,67,3080.49
Rio de Janeiro,Brasília,Gol,Airbus A330,75,110,Não,154,1740.54
São Paulo,Recife,Gol,Embraer 195,108,230,Não,94,10181.75
Rio de Janeiro,Brasília,Azul,Boeing 737,167,190,Não,225,8960.17
Curitiba,Fortaleza,Avianca,Boeing 737,0,81,Não,57,2097.33
Recife,São Paulo,LATAM,Boeing 737,0,223,Sim,231,7240.68
Fortaleza,Salvador,Gol,Boeing 777,0,222,Não,69,2401.44
Recife,Fortaleza,Gol,Boeing 737,0,53,Não,88,10830.89
Brasília,Recife,LATAM,Airbus A320,0,98,Não,224,4973.45
Recife,Fortaleza,LATAM,Airbus A330,6,142,Não,87,10518.28
São Paulo,Fortaleza,Azul,Airbus A320,0,155,Não,50,11599.69
Rio de Janeiro,São Paulo,Gol,Airbus A320,0,176,Não,59,2385.44
Brasília,Belo Horizonte,Gol,Embraer 195,0,220,Não,226,7255.02
Curitiba,Fortaleza,Avianca,Boeing 737,0,147,Não,57,4505.36
Salvador,São Paulo,Avianca,Airbus A320,0,86,Não,56,6456.39
Curitiba,Brasília,Avianca,Embraer 195,0,115,Não,122,13113.53
Rio de Janeiro,Recife,Gol,Airbus A320,153,80,Não,74,2001.27
Fortaleza,Rio de Janeiro,Azul,Airbus A330,0,70,Não,77,14579.62
São Paulo,Recife,Azul,Airbus A330,0,165,Não,107,12501.46
Salvador,Belo Horizonte,Gol,Boeing 777,0,196,Não,151,14331.41
Recife,Curitiba,Avianca,Boeing 737,90,66,Não,107,13321.6
Salvador,Recife,Gol,Airbus A320,122,143,Não,93,3282.11
Recife,São Paulo,Azul,Embraer 195,0,67,Não,160,2666.61
Curitiba,Brasília,Azul,Airbus A330,165,113,Não,54,11028.73
Curitiba,Fortaleza,LATAM,Airbus A320,0,114,Não,99,6644.0
Fortaleza,São Paulo,LATAM,Airbus A330,34,125,Não,83,12490.2
Curitiba,Rio de Janeiro,LATAM,Airbus A320,167,73,Não,247,1020.18
Fortaleza,Belo Horizonte,Azul,Airbus A320,0,182,Não,134,8518.56
Curitiba,São Paulo,Azul,Boeing 777,0,107,Não,250,10650.4
Brasília,São Paulo,Azul,Airbus A320,0,199,Não,169,8698.4
Rio de Janeiro,Fortaleza,Avianca,Airbus A330,0,50,Não,62,11139.31
São Paulo,Belo Horizonte,Azul,Embraer 195,0,61,Não,53,6640.87
Fortaleza,Brasília,Avianca,Airbus A320,0,71,Não,238,12501.14
Rio de Janeiro,Brasília,Gol,Boeing 737,0,181,Não,226,1026.93
Rio de Janeiro,Fortaleza,Gol,Boeing 737,0,216,Não,152,6189.3
Belo Horizonte,Brasília,LATAM,Airbus A320,59,116,Não,158,11092.48
Rio de Janeiro,São Paulo,LATAM,Airbus A330,0,53,Não,246,10841.32
Salvador,Rio de Janeiro,Avianca,Embraer 195,0,205,Não,200,9032.52
Salvador,Fortaleza,Gol,Boeing 777,97,232,Não,98,1402.76
Salvador,Recife,Gol,Boeing 737,0,81,Não,241,2783.53
Brasília,Fortaleza,LATAM,Airbus A320,0,109,Não,176,13349.94
Fortaleza,São Paulo,Azul,Airbus A330,0,216,Não,211,1184.42
Rio de Janeiro,Brasília,Avianca,Airbus A330,0,69,Não,217,14830.78
Rio de Janeiro,Salvador,Azul,Airbus A330,0,119,Não,102,9797.45
Recife,Brasília,LATAM,Embraer 195,55,238,Não,50,11431.1
Recife,Salvador,LATAM,Boeing 777,75,91,Não,79,14542.91
Salvador,Fortaleza,Azul,Boeing 737,0,100,Não,154,4937.23
Belo Horizonte,Brasília,Gol,Boeing 777,117,97,Não,159,1866.9
Rio de Janeiro,Belo Horizonte,Azul,Embraer 195,69,64,Não,196,6217.49
Belo Horizonte,Brasília,Avianca,Airbus A330,0,190,Não,68,14836.53
Fortaleza,São Paulo,Azul,Embraer 195,0,216,Não,119,2880.09
Recife,Fortaleza,Avianca,Boeing 737,0,127,Não,72,9978.59
Rio de Janeiro,Salvador,Gol,Airbus A330,0,56,Não,241,8587.87
